e, e_dot, e_int, stamp, 
1.917772493916151, 0.0, 0.38355449878323017, 20741000000, 
1.866113100043972, -0.17219797957393, 0.3801105391917516, 35871000000, 
1.8660151386084396, -0.172524517692371, 0.3766600488379041, 35973000000, 
1.934893785957136, 0.22926895304388037, 0.37780146830730316, 36075000000, 
1.922537260318308, 0.1884070723662279, 0.3815630789922589, 36177000000, 
1.909446491223077, -0.08482431578019645, 0.38445850249990143, 36245000000, 
1.8984566834719363, -0.08026858948790554, 0.3820293623342214, 36347000000, 
1.8889331030904442, -0.06837796044210975, 0.3797890851856972, 36449000000, 
1.8797879617641386, -0.06222907235932551, 0.37781184988843464, 36551000000, 
1.8711423667417997, -0.059302454495481584, 0.37599089543975883, 36653000000, 
1.8626908785296445, -0.05699027744831368, 0.3742414138023722, 36755000000, 
1.8541399365923201, -0.05667476716493184, 0.3725315454575843, 36857000000, 
1.8457320609072057, -0.05652939207479631, 0.37083752506861134, 36959000000, 
1.8376052135283918, -0.05511574354642779, 0.3691651474018612, 37061000000, 
1.8294952237181348, -0.05412279063023625, 0.36752216654358216, 37163000000, 
1.8214343507169426, -0.05390287603816398, 0.3659023191975646, 37265000000, 
1.8131463213218213, -0.05449634132104494, 0.3642717263837933, 37367000000, 
1.8048931917619224, -0.05513719651673391, 0.36263159092004577, 37469000000, 
1.7966982069623194, -0.054827047865006286, 0.3609825146697376, 37571000000, 
1.7886724346982565, -0.0540691902122196, 0.35935092222816656, 37673000000, 
1.7807001993758218, -0.05332669195499203, 0.35773805606909315, 37775000000, 
1.77279015969199, -0.05294091668755533, 0.3561441862510712, 37877000000, 
1.7650052144949255, -0.052316616269654226, 0.35456637157084914, 37979000000, 
1.7571374096619936, -0.052175833433321106, 0.3529955189232606, 38081000000, 
1.749349581600311, -0.052185442982048226, 0.3514328137171487, 38149000000, 
1.7416410818393528, -0.05165442607546922, 0.3498752048734438, 38251000000, 
1.7339686309707247, -0.05126983543195444, 0.34833061962735923, 38353000000, 
1.7263880664377658, -0.050843384671956926, 0.34679985194985624, 38455000000, 
1.7187821533904057, -0.05062159193439664, 0.3452759233865931, 38557000000, 
1.7115582971729786, -0.049432564215957285, 0.34378190113341, 38659000000, 
1.7048240459830497, -0.04652702469118678, 0.3423442997697623, 38761000000, 
1.6977251077652207, -0.04611063135919302, 0.3409404967280833, 38863000000, 
1.6908911591934088, -0.04644295596546962, 0.33956268752944524, 38965000000, 
1.6844050085984452, -0.04440033055591819, 0.33820141837047163, 39067000000, 
1.6779156575148915, -0.043251672261724515, 0.336880788353783, 39169000000, 
1.6716211684727367, -0.042612800419028485, 0.3355961223057382, 39271000000, 
1.6651959119911581, -0.0423991517457778, 0.3343155158652524, 39373000000, 
1.6587730323583092, -0.04282712038142492, 0.33303934085481357, 39475000000, 
1.6524199907043688, -0.04258640428929761, 0.33175926233692243, 39577000000, 
1.6462063464093353, -0.0418889531632464, 0.3304932912981342, 39645000000, 
1.6401598806296886, -0.04086703358226732, 0.32925241451622617, 39747000000, 
1.6341582045394027, -0.04016047289977509, 0.3280349621052284, 39849000000, 
1.6282840384974235, -0.03958614044088371, 0.3268401415777677, 39951000000, 
1.6226029618936717, -0.03851747548577015, 0.32566968032869986, 40053000000, 
1.6169455713158796, -0.03779489060514655, 0.3245221714471317, 40155000000, 
1.611412471598257, -0.03730163431804915, 0.32339740032052056, 40257000000, 
1.606046498165264, -0.03633024383538519, 0.32229363607196, 40359000000, 
1.6007581237354915, -0.03551449287588474, 0.3212144728999341, 40461000000, 
1.5956029328175965, -0.034811884492225165, 0.3201605036478901, 40563000000, 
1.5905404770328544, -0.0340588223421238, 0.31912676890572944, 40665000000, 
1.5855158774462794, -0.033623517904390145, 0.31811061915311534, 40767000000, 
1.580574462070863, -0.03322004987330448, 0.3171087211033331, 40869000000, 
1.5757137886587693, -0.03267362929170033, 0.3161202752117275, 40971000000, 
1.5709226107838838, -0.032172837623264026, 0.3151473907675677, 41039000000, 
1.5659552410514026, -0.03252849202455573, 0.31417277603293703, 41107000000, 
1.561609827574237, -0.031042610698823008, 0.3132325119606349, 41209000000, 
1.5571571077280417, -0.0293271110778696, 0.31231481175691206, 41311000000, 
1.5527275186078524, -0.02960769655461511, 0.31143296359400874, 41413000000, 
