imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.06668071516290287, 0.02123727022216784, -0.06510297115245818, -0.0015345059087082265, 0.09784234455673313, -0.01568345398569691, -1.3185024406242383, -0.69404145070678, 43192000000, 
-0.07952946592945558, 0.006597690185403681, -0.0759588393536711, 0.0016124167944754897, 0.09772673823727912, 0.01649923883226886, -1.3095598827490031, -0.6984884500733518, 43297000000, 
-0.08501081559463942, -0.0008017614486890094, -0.08274937874285195, 0.0018815159219650976, 0.09749449574949244, 0.01929868868494448, -1.3006276376016728, -0.7029396587551411, 43397000000, 
-0.025789929940224488, 0.007891615687646885, -0.03967406220167219, -0.00033887972605006143, 0.0977821609444944, -0.0034656600219995642, -1.2917055946486293, -0.7073695151694207, 43492000000, 
-0.02162116708492219, -0.015920577187820063, -0.026007773930302687, -0.000624408136161184, 0.09861906525758962, -0.006331515458296541, -1.2827184146390962, -0.7118160654306179, 43588000000, 
-0.07609711185437333, 0.023338100937492716, -0.06382355602330264, -0.00012770424005747796, 0.09868986131865905, -0.001293995536635061, -1.273868971061872, -0.7161984055829235, 43688000000, 
-0.06986918741818683, -0.002332215762065354, -0.06835248823520579, -0.0008478439063212335, 0.09810125888547566, -0.008642538494954631, -1.2647894228751524, -0.7207013572755779, 43788000000, 
-0.06381872718854803, 0.02268895819069474, -0.06488744453191927, -0.0010102640064242087, 0.09776664878719217, -0.010333421662260735, -1.2558792548534554, -0.7251237533101202, 43884000000, 
-0.051325868238798554, -0.0020904825449844897, -0.05460211781876033, -0.0009019850041074149, 0.09796217962255835, -0.009207481985218195, -1.2469503483020763, -0.7295652604540006, 43984000000, 
-0.09556726036193153, 0.011530936346114622, -0.08550862618298927, -0.0007215519954753059, 0.09790105964082288, -0.007370216401359893, -1.2379969267507211, -0.7340299909269008, 44084000000, 
-0.06581270064635965, 0.004002412025336191, -0.0705805432675883, -0.0008152824087800875, 0.09747872346018886, -0.008363695992726615, -1.2289938184464482, -0.7385295182034689, 44170000000, 
-0.07562317376791361, 0.024041950382098567, -0.07434466595452466, -0.0005260471743518337, 0.09750090694546033, -0.005395305447221038, -1.2201087080218997, -0.7429781958496172, 44281000000, 
-0.0658408817023299, -0.009936485077860505, -0.06787325208019615, -0.0005292889944588094, 0.09765608141141753, -0.005419928659936248, -1.2111409248254328, -0.7474768867659988, 44376000000, 
-0.08556648713237894, -0.0062337515048695585, -0.08119360119504647, -0.0005044782897174181, 0.09772289870968486, -0.005162334482280575, -1.2022288831742718, -0.7519536469386077, 44481000000, 
-0.08385110136268424, 0.0012328423436922431, -0.08315092223544363, -0.0004686358348396009, 0.09745079550366309, -0.004808948274023944, -1.1932625635910858, -0.7564636422023263, 44576000000, 
-0.056701915357012585, 0.004386396584591931, -0.06312064102362061, -0.0004345287575220237, 0.09745371676726122, -0.004458821807276621, -1.184271972002571, -0.7609915465327771, 44682000000, 
-0.06097589727099675, 0.02094871615851551, -0.061457649069037126, -0.0003095237362818395, 0.09776356804839724, -0.003166043777459224, -1.1752619130526325, -0.7655344950644506, 44772000000, 
-0.06364595980731447, -0.03544274240051574, -0.06307089815078849, -0.0006834744988581081, 0.09806030977491752, -0.006969940238073076, -1.1665040643476148, -0.7699553547444002, 44873000000, 
-0.06118931079313781, 0.027204979807966073, -0.061610907607648785, -0.00030448385909157477, 0.09785812024334599, -0.0031114828113845625, -1.1575615076353012, -0.7744734314644931, 44928000000, 
-0.052857219611598755, 0.04366916124947126, -0.05495993667099357, -9.316899533299487e-05, 0.09792392233982655, -0.0009514426414586356, -1.148676343005024, -0.778969100409131, 45044000000, 
-0.05047380257827165, -0.018979911718370508, -0.051534974959971655, -0.00048168224821040523, 0.09819554397328, -0.004905337133643008, -1.1397759388918705, -0.7834758829463677, 45144000000, 
-0.05086271891628824, 0.006118671424064256, -0.05099397348891162, -0.0003852688084314488, 0.09828914439997798, -0.003919749335324717, -1.130872063446671, -0.7879863546493463, 45249000000, 
-0.08701609087383268, -0.010138685574687245, -0.0781696508143218, -0.0004836463976782486, 0.09820291676694672, -0.004924969782985458, -1.1219555721361039, -0.7925085664716266, 45344000000, 
-0.0853274059946441, 0.0047306531414301875, -0.08353026260422435, -0.0003628655172182828, 0.09761329960030632, -0.003717377844044769, -1.113010471008597, -0.7970497949926951, 45444000000, 
-0.036399290669040935, 0.00679646526506496, -0.04787885816585831, -0.00035801936762247944, 0.0975774289735197, -0.0036690797389182877, -1.1040190199837352, -0.8016198071800891, 45546000000, 
-0.06806946094884488, 0.0033280061020034544, -0.06309481937237262, -0.00032977238121667643, 0.09814094426601634, -0.0033601916476655304, -1.0951627739724377, -0.8061252355788533, 45610000000, 
-0.05863945579748138, 0.0034717763363050955, -0.05969077881490996, -0.0002865796663476323, 0.09803317482198053, -0.0029232927207349484, -1.0862929122540566, -0.8106415619392274, 45715000000, 
-0.06826570965391304, -0.003693519780527823, -0.06612919632669943, -0.0003202798758406466, 0.09802592650292623, -0.0032672976146885563, -1.077336692994411, -0.8152055602960647, 45820000000, 
-0.05695392020613563, -0.022928523176637763, -0.05915772674235949, -0.00046526837131147453, 0.09801937160415639, -0.0047466981648324035, -1.0684783674751437, -0.8197232055133337, 45920000000, 
-0.0621095438212708, 0.028985787600627973, -0.06134937868612387, -0.00012345317225146107, 0.09794559129118605, -0.0012604260245307275, -1.0594811300638933, -0.824315341011696, 46020000000, 
-0.0676132521859167, 0.04197236717392275, -0.06604198052609182, 6.062505006495601e-05, 0.09794716167764532, 0.0006189566805874333, -1.050635528792265, -0.8288343490864745, 46120000000, 
-0.056654142424055934, -0.023311021369844385, -0.05890756164470679, -0.00035954127641327254, 0.09788222058851263, -0.003673203103194289, -1.0414659607674552, -0.8335203523449604, 46216000000, 
-0.08710597685436045, 0.012138974132429124, -0.08017041245843681, -0.00018089250540891775, 0.09792928390354816, -0.0018471748000024298, -1.0328452925023248, -0.8379260130393269, 46323000000, 
-0.06813532910281621, -0.01690449809277201, -0.07103123403043618, -0.00032256625167455987, 0.09761798849161508, -0.0033043730633956544, -1.0238840344215747, -0.842509471150796, 46426000000, 
-0.021854125247369724, 0.037097573938370154, -0.033841832243157746, -3.15039258116142e-05, 0.09784147269629856, -0.00032198948915459265, -1.0150564242089004, -0.8470266652361736, 46522000000, 
-0.05391515060507194, -0.014425158193544872, -0.048977036597520854, -0.0003540470032169872, 0.09855870849689173, -0.003592244750530115, -1.0062038478520068, -0.8515599485688342, 46623000000, 
-0.05349232692767985, 0.00382099577988102, -0.05235691370734602, -0.000247791738809887, 0.09842029675318684, -0.0025176894094445365, -0.9972472668910601, -0.8561475510994673, 46723000000, 
-0.07610609247740063, -0.019969334702448487, -0.07026258867494112, -0.0003880664985164527, 0.09827049660620499, -0.003948962424312705, -0.9883674364253754, -0.8606997751140082, 46794000000, 
-0.052828019036692195, -0.01050975517369996, -0.057051669670276736, -0.0003650847221534154, 0.09798455926261423, -0.003725941361586678, -0.9794527694575214, -0.8652730065479737, 46896000000, 
-0.0652342945389217, -0.030398458558647812, -0.06319483474150962, -0.0005115502641740931, 0.09816911562819865, -0.0052109083483192, -0.9705908265227479, -0.869823712905005, 47008000000, 
-0.08225411976276907, 0.0022523108307414387, -0.07755158289574354, -0.000274055938660644, 0.0979112824355795, -0.0027990230731678796, -0.9616517784594434, -0.8744182972340294, 47108000000, 
-0.061873094362001224, 0.0312433232739592, -0.0656624083129057, 2.690299806799443e-05, 0.09761237588859589, 0.00027561052400464645, -0.9527452501732453, -0.8790010967934727, 47208000000, 
-0.01919600992926819, 0.012629292846564453, -0.030522155331254748, -1.5427280504421658e-05, 0.09804634234236068, -0.00015734682330680212, -0.9439007270809389, -0.8835544326399, 47308000000, 
